Tweet,sentiment
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 gordongchang It fact “weapon war” china conduct “unrestrict warfare” chine leader believ th…,Neutral
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 shamscharania fortyeight nba player test posit coronaviru five hundr fortysix test initi test phase nov two thousand four hundr thirti sour…,Neutral
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 reutersbiz In world first UK approv pfizerbiontech covid19 vaccin,Neutral
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 petervroom1 hatch act fortyeight day grift left taxpay dollar use favorit execut branch c…,Neutral
 prisonpolici across nation crimin justic system woefulli inadequ respon covid19 behind bar case…,Neutral
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 biscuitsgod coronaviru death novemb sweden nine hundr twentyon norway fifti denmark one hundr fourteen UK eleven thousand seven hundr thirtyon new zealand zero,Storngly Nagative
 joewarmington farid sediqi doesn’t luxuri isol coronaviru 4kid feed it’ not easi five…,Neutral
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 aremond2 Mr don’t take salari trump split anoth three hundr sixtyf million taxpayers’ money son law,Neutral
 deangeliscorey unicef data one hundr ninetyon countri show consist link reopen school increa rate coronavirus…,Neutral
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 suec00k pfizer given protect legal action coronaviru vaccin UK govern,Positive
 aawayn new american whove surviv covid19 deni life insur By wheelerlydia,Neutral
realdonaldtrump On februari 27th two thousand twenti told american peopl coronaviru would disappear like…,Nagative
 nytgraph analysi cdc data show three hundr fortyf thousand peopl normal die US march fifteen nov fourteen fi…,Storngly Nagative
 nytim get covid vaccin return normal life scienc writer carl zimmer answer question mo…,Neutral
 joewarmington farid sediqi doesn’t luxuri isol coronaviru 4kid feed it’ not easi five…,Neutral
I told,Neutral
 petervroom1 hatch act fortyeight day grift left taxpay dollar use favorit execut branch c…,Neutral
live updat new US coronaviru case top two hundr thousand day cdc director issu stark warn,Positive
 scmpnew one five full deliveri hong kong’ free coronaviru vaccin scheme ‘may take end 2021’,Storngly Positive
independ donald trump jare kushner receiv 365m ppp loan money intend small busi rep…,Neutral
seem repdonbacon quarantin possibl coronaviru exposur,Neutral
 interpolhq As number covid19 vaccin come closer approv global distribut ensur safeti suppli chain…,Positive
 lisamirandocnn veri grim figur accord john hopkin talli case US least thirteen million nine hundr thousand three hundr fifti case of…,Storngly Nagative
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 djchuckf “thank call new york state coronaviru hotlin name charl help you” My custom service…,Positive
 theview former presid barack obama say absolut get vaccin Dr anthoni fauci say safe take may ev…,Positive
washington won’t admit american peopl know coronaviru lockdown don’t work,Positive
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 forwardarc corrupt sec state ⁦secpompeo⁩ invit hundr indoor holiday parti subordin warn against…,Positive
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 spectatorindex IN number peopl hospit US due coronaviru top one hundr thousand,Positive
 ctvnew one hundr two live one thousand nine hundr eighteen flu beat coronaviru — twice,Nagative
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 kylegriffin1 coronaviru rage control unit state peopl desper need relief president…,Nagative
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
first covid vaccin set rollout peterborough health chief make plan mass vaccin citi,Neutral
 nytim break new winter “the difficult time public health histori nation” unless peopl follow…,Nagative
 davidjollyfl cdc director thi winter may difficult time public health histori nation unless peopl change…,Nagative
 kylegriffin1 coronaviru rage control unit state peopl desper need relief president…,Nagative
 kylegriffin1 state dept recommend last week nonmiss critic event not held inperson week US eve…,Positive
 biscuitsgod coronaviru death novemb sweden nine hundr twentyon norway fifti denmark one hundr fourteen UK eleven thousand seven hundr thirtyon new zealand zero,Storngly Nagative
 kylegriffin1 state dept recommend last week nonmiss critic event not held inperson week US eve…,Positive
 donmoyn nine hundr guest indoor food drink covid,Neutral
one five full deliveri hong kong’ free coronaviru vaccin scheme ‘may take end 2021’,Storngly Positive
 nytim break new winter “the difficult time public health histori nation” unless peopl follow…,Nagative
hospit monopoli broke health care system via thenat,Positive
 nytim get covid vaccin return normal life scienc writer carl zimmer answer question mo…,Neutral
 chrisdo30828241 UK gover recent chang law prevent pfizer liabl anyth goe goe wrong th…,Nagative
Do not travel christma amid pandem cdc warn american mailonlin,Nagative
 nbcnew presidentelect biden coronaviru roundtabl “I don’t want scare anybodi understand fact likely…,Nagative
 williamshatn My fellow canadian govern canada develop phone app prevent measur covid exposur L…,Positive
 schoolleadnow good news kid arent behind thought edchat leadupchat covid19,Positive
 seanhann crimin coronaviru fbi warn email scam,Nagative
 connieschultz love seven grandchildren much see none christma stayhom donottravel https…,Storngly Positive
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 nytim “first you’r go need two shots” zimmer explain “after first shot you’r not fulli vaccin second o…,Neutral
Oh good sake long island horrend spring NY could happen polic break up…,Positive
 tmz mafia gun covid vaccin suppli cop brace theft worldwid,Nagative
 adegrandpr ‘break news new coronaviru case unit state surpass two hundr thousand case day wednesday hospitaliz…,Neutral
realdonaldtrump On februari 27th two thousand twenti told american peopl coronaviru would disappear like…,Nagative
 bbcbreak UK becom first countri world approv pfizerbiontech coronaviru vaccin widespread use …,Neutral
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 regionofpeel Is someon home selfisol due covid19 learn stay safe home includ caregiver…,Positive
 nytgraph analysi cdc data show three hundr fortyf thousand peopl normal die US march fifteen nov fourteen fi…,Storngly Nagative
 ohmes2 day6 even day test neg coronaviru,Neutral
 uskiwiblend ⁦tedcruz⁩ ⁦⁦senatemajldr⁩ american line food bank line rate not seen sinc great depress yo…,Storngly Nagative
two thousand twenti dec two coronaviru commun updat v52 record via youtub nebraska covid fact i…,Neutral
We could much,Neutral
 thehil obama say may take coronaviru vaccin TV build trust,Neutral
 jenleecbc albertan wait next summer vaccin premier say cbc new,Neutral
amyspiro sad stori two thousand eight hundr dead coronaviru thousand devast famili hundr thousand…,Storngly Nagative
govandybeshear stop shame It doesn’t work,Storngly Nagative
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
I can’t wait peopl know they’r take thi administr worst,Neutral
 drdenagrayson appear skynew hammer trump complet bungl respon coronavirusoutbreak trump g…,Neutral
use holiday reviv corpor cultur wednesday wednesdayvibe…,Positive
milbryreggi think said possibl everi week spike case Of coronaviru pandem lockdown,Neutral
 nytim break new winter “the difficult time public health histori nation” unless peopl follow…,Nagative
 msnbc break latest WH coronaviru task forc report sent state includ warn “the covid risk american a…,Nagative
realdonaldtrump oann live updat new US coronaviru case top two hundr thousand day cdc director issu stark w…,Positive
 gordongchang china lie know peopl would die coronaviru covid19 ccp ccpchina newsmax,Storngly Nagative
 nytim get covid vaccin return normal life scienc writer carl zimmer answer question mo…,Neutral
 msnbc melani 16yearold take part pfizer coronaviru vaccin trial share experi studi “it’ important…,Positive
 nbcnew US coronaviru case month two thousand twenti march one hundr eightysix thousand two hundr april eight hundr eightythre thousand one hundr ninetynin may seven hundr twentythre thousand one hundr sixtysix june eight hundr fortyf thousand seven hundr thirtysix juli one million nine hundr twentysix thousand nine hundr seventi august 1479…,Neutral
 buzzfeednew interpol warn countri high alert organ crime network attempt get hand coron…,Positive
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 marshablackburn If china noth hide mishandl coronaviru retali australia,Nagative
 washingtonpost new US coronaviru case top two hundr thousand day cdc director issu stark warn winter may diffic…,Positive
nba coronaviru fortyeight player test posit dure initi preseason result,Neutral
donald trump jare kushner receiv 365m ppp loan money intend small busi report say …,Neutral
 nytim get covid vaccin return normal life scienc writer carl zimmer answer question mo…,Neutral
 drdenagrayson 🚨new coronaviru case US surpass two hundr thousand today hospit top one hundr thousand — smash records…,Positive
 brianbeutl reprob disproport respon dc’ coronaviru spike citizen sacrif wast sa…,Neutral
 nytgraph analysi cdc data show three hundr fortyf thousand peopl normal die US march fifteen nov fourteen fi…,Storngly Nagative
not enough money pay go one mega super spreader event let see test positive…,Storngly Positive
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
mafia Is probabl go To tri To get hand On covid vaccin smartnew also warn sale…,Positive
sex fuck kpop jenni thread compil link bt mot nsfw eighteen jikook au porn jisoo jimin…,Storngly Nagative
 nytim get covid vaccin return normal life scienc writer carl zimmer answer question mo…,Neutral
coronaviru governor detail state vaccin distribut plan kvoenew,Neutral
 jenniferjjacob “I dont want scare anybodi understand fact like lose anoth two hundr fifti thousand peopl dead betwe…,Nagative
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 thisweekabc american celebr thanksgiv outsid household assum infecti “dangero…,Neutral
 jenniferjjacob “I dont want scare anybodi understand fact like lose anoth two hundr fifti thousand peopl dead betwe…,Nagative
 shamscharania fortyeight nba player test posit coronaviru five hundr fortysix test initi test phase nov two thousand four hundr thirti sour…,Neutral
 kylegriffin1 state dept recommend last week nonmiss critic event not held inperson week US eve…,Positive
 nbtworldnew offici covid19 updat thailand tuesday four thousand eight peopl infect ten import case three thousand eight hundr eleven discharg ho…,Neutral
 texastribun west texa destin appeal tourist midst stillrag pandem rural sparsel…,Neutral
seanhann dont let import stori make forget trump respon death hundr tho…,Storngly Nagative
 tmz mafia gun covid vaccin suppli cop brace theft worldwid,Nagative
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 shamscharania fortyeight nba player test posit coronaviru five hundr fortysix test initi test phase nov two thousand four hundr thirti sour…,Neutral
 heshmatalavi immen pressur iran peopl due coronaviru pandem amp dire state economi thanks…,Nagative
realdonaldtrump shut UP alreadi two hundr seventi thousand peopl die coronaviru keep crap lost,Storngly Nagative
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 amysiskind nine hundr peopl indoor seem symbol right way end long sign waiver not take medic help and…,Nagative
 kylegriffin1 coronaviru rage control unit state peopl desper need relief president…,Nagative
 nytscienc join us journey see mask good job stop spread coronaviru,Positive
 brianbeutl reprob disproport respon dc’ coronaviru spike citizen sacrif wast sa…,Neutral
 gafollow cdc announc issu new guidelin reduc coronaviru quarantin time fourteen day seven hundr ten da…,Neutral
 kpixtv cdcgov chang covid19 quarantin guidelin sanfrancisco mayor londonbr receiv backlash tfl dinner two wa…,Neutral
coronaviru stimulu propo come third small busi say cant surviv past januari without…,Neutral
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 marshablackburn If china noth hide mishandl coronaviru retali australia,Nagative
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 texastribun marfa seen explo covid19 visitor still flood town hotel shop “it’ doubleed…,Neutral
 heaneyp peopl harm coronaviru vaccin littl recour ani payout injuri come lessgen progr…,Storngly Nagative
 pollyt compet confid govern would updat data especi know were…,Neutral
 marshablackburn If china noth hide mishandl coronaviru retali australia,Nagative
rsbnetwork realdonaldtrump rudygiuliani live updat new US coronaviru case top two hundr thousand day cdc dir…,Positive
 drdenagrayson never forgiv trump gop ly love one die watch pass cov…,Storngly Positive
health justic initi want detail state plan get covid19 vaccin SA,Positive
 patersonht everyon jag fan today,Positive
coronaviru hospit death continu rise across WA,Storngly Nagative
 slpnggiant not one network respon spread disinform coronaviru fox may respon…,Neutral
two resid hawaii island kauai arrest fli home allegedli knew test posit…,Nagative
Do not travel christma amid pandem cdc warn american mailonlin,Nagative
 abc former presid barack obama say absolut get vaccin Dr anthoni fauci say safe take may even h…,Positive
veri grim figur accord john hopkin talli case US least thirteen million nine hundr thousand three hundr fifti cases…,Storngly Nagative
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 shamscharania fortyeight nba player test posit coronaviru five hundr fortysix test initi test phase nov two thousand four hundr thirti sour…,Neutral
 npr first time nanci pelosi chuck schumer endor coronaviru relief twentytwo trillion bill passed…,Positive
 nytim break new winter “the difficult time public health histori nation” unless peopl follow…,Nagative
sylva1971 ajcat first thi countri doesnt worship god mani god unseen forc Is call corona…,Storngly Nagative
 abc pfizer biontech say theyv permiss emerg use covid19 vaccin britain world’ first coronavir…,Neutral
 virginiahugh moderna plan begin test coronaviru vaccin children nytdenisegradi report,Neutral
 eugenegu seem confu mrna coronaviru vaccin work let explain underli biolog star…,Neutral
 dhscgovuk today area england one three tier find tier area if…,Neutral
 texastribun marfa seen explo covid19 visitor still flood town hotel shop “it’ doubleed…,Neutral
 drtomfrieden better 1week real quarantin 2week pretend quarantin document spread index case…,Positive
studi look histor trace coronaviru divid three main categori either look sign…,Neutral
 quitesad1312 i’m go reshar articl wrote bitchmedia care work amp mutual aid disabl…,Positive
 fox46new ice ice babi concord compani among local busi state distribut dri ice is…,Neutral
🆘️🚨🆘️ unbeliev ⬇️ donald trump jare kushner receiv 365m ppp loan money report say,Neutral
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 timobrien “the realiti decemb januari februari go rough time actual believ they’r go m…,Neutral
dire warn plea mask social distanc stay home holiday,Nagative
“first you’r go need two shots” zimmer explain “after first shot you’r not fulli vaccinate…,Neutral
hellothere3332 mdhealthdept govlarryhogan mask offer protect also meant protect thos…,Storngly Positive
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 shamscharania fortyeight nba player test posit coronaviru five hundr fortysix test initi test phase nov two thousand four hundr thirti sour…,Neutral
mxrcio lockdown spain extrem strict In spain mask must worn insid outdoor despit t…,Nagative
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 texastribun west texa destin appeal tourist midst stillrag pandem rural sparsel…,Neutral
covid19 coronaviru busi impact secur litig amp enforc updat,Neutral
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
not worri pass second resolut ban viru enter counti they’r not stooopid,Storngly Nagative
 gordongchang It fact “weapon war” china conduct “unrestrict warfare” chine leader believ th…,Neutral
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 connieschultz love seven grandchildren much see none christma stayhom donottravel https…,Storngly Positive
realdonaldtrump live updat new US coronaviru case top two hundr thousand day cdc director issu stark warn,Positive
 imanibarbarin request work home coronaviru what’ call “reason accommodation” disa…,Neutral
 viawesom soon say kind restrict BC resid face christmastim said jjhorgan,Positive
one hundr two live one thousand nine hundr eighteen flu beat coronaviru — twice,Nagative
 jakesund peopl sick tire hear coronaviru mask UP WE wont BE talk about…,Storngly Nagative
one hundr two live one thousand nine hundr eighteen flu beat coronaviru — twice,Nagative
one hundr two live one thousand nine hundr eighteen flu beat coronaviru — twice,Nagative
 AP US hospit slam covid19 patient engag desper effort ea staf shortag tri lur…,Nagative
 nidirect inform amp guidanc covid19 avail parent amp carer find book test i…,Neutral
 petervroom1 hatch act fortyeight day grift left taxpay dollar use favorit execut branch c…,Neutral
interest don’t understand someon immunosuppress shed viru long not sic…,Neutral
 latinosmatt As mayor urg austin stay home vacat mexico follow daughter’ wed vi…,Neutral
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 marshablackburn If china noth hide mishandl coronaviru retali australia,Nagative
 texastribun west texa destin appeal tourist midst stillrag pandem rural sparsel…,Neutral
 texastribun west texa destin appeal tourist midst stillrag pandem rural sparsel…,Neutral
coronaviru happen canada around world wednesday,Neutral
NJ coronaviru updat state revi travel advisori,Neutral
 spectatorindex IN number peopl hospit US due coronaviru top one hundr thousand,Positive
 spectatorindex IN number peopl hospit US due coronaviru top one hundr thousand,Positive
 reuter sampp five hundr climb record high close nasdaq dip investor weigh upbeat vaccin develop potent…,Neutral
 drvivian new UK visit rule ltc involv govern provi “ rapid later flow tests” use u…,Neutral
 joewarmington farid sediqi doesn’t luxuri isol coronaviru 4kid feed it’ not easi five…,Neutral
“and radio two today suzi quattro talk experi catch coronaviru also…,Neutral
pasadena kept outdoor dine open despit lo angel counti restrict restaur takeout reduc s…,Nagative
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 corypippintv citi fairhop get creativ effort prevent spread coronaviru use covid19 relief fu…,Positive
 drdenagrayson never forgiv trump gop ly love one die watch pass cov…,Storngly Positive
We adapt tri,Neutral
 colyou hey spencerjcox would like congratul coronaviru taskforc achiev forti posit rate unbelievab…,Positive
 adegrandpr ‘break news new coronaviru case unit state surpass two hundr thousand case day wednesday hospitaliz…,Neutral
 gordongchang china regim decad indoctrin chine peopl good kill american coronaviru covid …,Nagative
 ritapanahi shut harri,Neutral
eightythre thing rememb mike pompeo untruth fundament unseri person terribl…,Neutral
 spectatorindex IN number peopl hospit US due coronaviru top one hundr thousand,Positive
 wlki one hundr two live one thousand nine hundr eighteen flu beat coronaviru twice,Nagative
 ohmes2 top media announc up10tion kogyeol also test posit coronaviru,Positive
 corypippintv christma wont mani children year famili deal impact coronaviru hurricanes…,Neutral
 breitbartlondon covid1984 wale introduc coronaviru vaccin passport card,Neutral
alannah223 newsmax alyssafarah seanspic kloeffler perduesen read coronaviru the…,Neutral
 mikeljnola dwaynedavidpaul dont know anywh outright variou meanstest program …,Neutral
number covid patient hospit run peterborough trust increa slightli,Storngly Positive
 bnodesk new york report nearli nine thousand new coronaviru case biggest oneday increa sinc april new case eight thousand nine hundr seventythre posit rat…,Neutral
 unclebillymoney enzc huge new supplement file hit chang control block cotropia major insid ownership two…,Nagative
 nytgraph analysi cdc data show three hundr fortyf thousand peopl normal die US march fifteen nov fourteen fi…,Storngly Nagative
 docjeffd It must made clear sixtyf signif health condit not enter indoor public…,Positive
 npr first time nanci pelosi chuck schumer endor coronaviru relief twentytwo trillion bill passed…,Positive
 realtuckfrump trump want credit coronaviru vaccin – name,Positive
 steveguest watch cnn brianna keilar absolut brutal five minut take democrat coronaviru hypocrisi star SF mayo…,Storngly Nagative
 adegrandpr ‘break news new coronaviru case unit state surpass two hundr thousand case day wednesday hospitaliz…,Neutral
 joewarmington farid sediqi doesn’t luxuri isol coronaviru 4kid feed it’ not easi five…,Neutral
 realtuckfrump kati porter pummel mnuchin At hear He call question ‘ridiculous’,Neutral
 shamscharania fortyeight nba player test posit coronaviru five hundr fortysix test initi test phase nov two thousand four hundr thirti sour…,Neutral
 cbseveningnew US precip one hundr thousand covid19 hospit that’ nearli doubl amount patient hospital…,Neutral
 michaelcoren thi wrote dereksloancpc back august torontostar Im not surpri view coronaviru…,Neutral
 amysiskind nine hundr peopl indoor seem symbol right way end long sign waiver not take medic help and…,Nagative
unicef data one hundr ninetyon countri show consist link reopen school increa rate coronavi…,Neutral
 adegrandpr ‘break news new coronaviru case unit state surpass two hundr thousand case day wednesday hospitaliz…,Neutral
 shamscharania fortyeight nba player test posit coronaviru five hundr fortysix test initi test phase nov two thousand four hundr thirti sour…,Neutral
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 nytim get covid vaccin return normal life scienc writer carl zimmer answer question mo…,Neutral
 adegrandpr ‘break news new coronaviru case unit state surpass two hundr thousand case day wednesday hospitaliz…,Neutral
 AP An owner new york citi bar provid indoor servic defianc coronaviru restrict arrest stin…,Storngly Nagative
⁦erinotool empow extremist antivaxx caucu sent destruct messag million o…,Storngly Nagative
 gordongchang It fact “weapon war” china conduct “unrestrict warfare” chine leader believ th…,Neutral
 amysiskind pelosi schumer back bipartisan senat coronaviru relief packag start point negoti imp…,Positive
 kfmorri hell yeah we’r third man,Storngly Nagative
 realtuckfrump trump want credit coronaviru vaccin – name,Positive
 gordongchang It fact “weapon war” china conduct “unrestrict warfare” chine leader believ th…,Neutral
 nytim break new winter “the difficult time public health histori nation” unless peopl follow…,Nagative
 donmoyn nine hundr guest indoor food drink covid,Neutral
 jenniferjjacob “I dont want scare anybodi understand fact like lose anoth two hundr fifti thousand peopl dead betwe…,Nagative
 spectatorindex IN number peopl hospit US due coronaviru top one hundr thousand,Positive
 realtuckfrump kati porter pummel mnuchin At hear He call question ‘ridiculous’,Neutral
I ill got wire morningcommut ill notcovid covid19 coronaviru lockdown…,Storngly Nagative
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 nbcnew presidentelect biden coronaviru roundtabl “I don’t want scare anybodi understand fact likely…,Nagative
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 donmoyn nine hundr guest indoor food drink covid,Neutral
 kylegriffin1 state dept recommend last week nonmiss critic event not held inperson week US eve…,Positive
 adegrandpr ‘break news new coronaviru case unit state surpass two hundr thousand case day wednesday hospitaliz…,Neutral
 am980new londonmiddlesex region record eightyfour case last two day record juli augu…,Neutral
 profsaund plenti politician angri side aisl happen road live s…,Neutral
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 cnnpolit former presid barack obama say might get coronaviru vaccin TV show safe ht…,Positive
 teamtrump white hou press secretari kayleighmcenani say forti million coronaviru vaccin dose avail end y…,Neutral
 ctvnew one hundr two live one thousand nine hundr eighteen flu beat coronaviru — twice,Nagative
icymi thanksgiv holiday mysteri gobbl last two week unemploy benefit you…,Storngly Positive
 stevesilberman devast photo front line covid19 around world idea peopl minim tragedy…,Neutral
 texastribun marfa seen explo covid19 visitor still flood town hotel shop “it’ doubleed…,Neutral
 kccinew one hundr two live one thousand nine hundr eighteen flu beat coronaviru — twice,Nagative
 bnodesk new australia offici recess report zero domest coronaviru case 3rd day row,Neutral
 baltfishbowl maryland report highest daili number new coronaviru death sinc june three,Storngly Nagative
 jenniferjjacob “I dont want scare anybodi understand fact like lose anoth two hundr fifti thousand peopl dead betwe…,Nagative
 npr first time nanci pelosi chuck schumer endor coronaviru relief twentytwo trillion bill passed…,Positive
 donmoyn nine hundr guest indoor food drink covid,Neutral
 gordongchang It fact “weapon war” china conduct “unrestrict warfare” chine leader believ th…,Neutral
 eugenegu seem confu mrna coronaviru vaccin work let explain underli biolog star…,Neutral
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
she’ one hundr two live one thousand nine hundr eighteen flu she’ beat coronaviru read cdc…,Nagative
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 1realblossom vickypjward bpopken lehrennbc peopl overlook trump motiv fire inspector gener glenn fine sup…,Nagative
 evankirstel mit machin learn model find gap coverag moderna pfizer warp speed covid19 vaccin zdnet …,Neutral
 joewarmington farid sediqi doesn’t luxuri isol coronaviru 4kid feed it’ not easi five…,Neutral
alert everyon age sixtyf signif health condit not enter indoor public spaces…,Neutral
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 adegrandpr ‘break news new coronaviru case unit state surpass two hundr thousand case day wednesday hospitaliz…,Neutral
 mssnytweet eighti percent NY physician plan get immun vaccin Is wide avail covid19 coron…,Neutral
 nprpolit hou speaker nanci pelosi senat minor leader chuck schumer endor nine hundr eight billion compromi coronaviru re…,Neutral
 raybak kind due dilig iagovernor hand million caresact money nomi health codiagnostic…,Storngly Positive
 kylegriffin1 state dept recommend last week nonmiss critic event not held inperson week US eve…,Positive
 amysiskind nine hundr peopl indoor seem symbol right way end long sign waiver not take medic help and…,Nagative
 jakesund peopl sick tire hear coronaviru mask UP WE wont BE talk about…,Storngly Nagative
realdonaldtrump hear peopl die everi day coronaviru real presid would say so…,Storngly Nagative
seven hundr nineteen new covid19 case report new westminst health deliveri area last week,Neutral
 jenniferjjacob “I dont want scare anybodi understand fact like lose anoth two hundr fifti thousand peopl dead betwe…,Nagative
 fox46new rest IN peac alonzo “lon” adam II man creat formula slim jim beef jerki stick die compl…,Storngly Nagative
 neolithicsheep holi shit thi great news public health standpoint UK cavalri come thousand cooler o…,Positive
 spectatorindex IN number peopl hospit US due coronaviru top one hundr thousand,Positive
 kyleworton pompeo use public offic accru privat gain time wine dine network contact p…,Storngly Positive
 ryanstruyk cnn one thousand peopl unit state die coronaviru,Storngly Nagative
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 tmz mafia gun covid vaccin suppli cop brace theft worldwid,Nagative
 petervroom1 hatch act fortyeight day grift left taxpay dollar use favorit execut branch c…,Neutral
 beastrev viru must BE store AT seventi degr borisjohnson ukparlia nuremberg code htt…,Neutral
 jacksonhealth jackson health system among first US hospit receiv covid19 vaccin jackson frontlin caregi…,Neutral
 kylegriffin1 state dept recommend last week nonmiss critic event not held inperson week US eve…,Positive
 eugenegu enewstorybrook great question messeng rna vaccin new test actual start first…,Storngly Positive
 pauljamesoakley women hope get pregnant pledg iwillgetvaccin think government…,Positive
 nytgraph analysi cdc data show three hundr fortyf thousand peopl normal die US march fifteen nov fourteen fi…,Storngly Nagative
 jacquelinmagnay order UK rollout coronaviru vaccin,Neutral
work want make aid program dont stall pre…,Positive
 johnhudson scoop pompeo wife host multipl holiday parti one 8th floor state dept 900…,Storngly Positive
 thehil obama say may take coronaviru vaccin TV build trust,Neutral
 nytim get covid vaccin return normal life scienc writer carl zimmer answer question mo…,Neutral
 joewarmington farid sediqi doesn’t luxuri isol coronaviru 4kid feed it’ not easi five…,Neutral
 mrsmumpitz bregmanp jonathanvswan durham killswitch trump also time ppp loan stori isn‘t coincidence…,Neutral
 allysonpollock import read Pl  student staff univ see also brief note unive…,Neutral
 rexchapman “it’ import never forget denier were” — took folk fox amp friend ten month two hundr seventi thousand dead am…,Positive
 marshablackburn If china noth hide mishandl coronaviru retali australia,Nagative
 theonion nfl suspend steeler roster break coronaviru protocol By play raven,Positive
 npr first time nanci pelosi chuck schumer endor coronaviru relief twentytwo trillion bill passed…,Positive
 aawayn new american whove surviv covid19 deni life insur By wheelerlydia,Neutral
 jaimeraulmolina “the US studi blood sampl taken around time china first reali disea outbreak co…,Neutral
 mythinformedmk china ship hundr million dose covid vaccin brazil indonesia turkey mexico while…,Neutral
 miafarrow Dr redfield cdc dir “decemb amp januari amp februari go rough time actual believ they’r go t…,Neutral
read cdc,Neutral
 lbc former french presid valéri giscard desta die coronavirusrel complic age ninetyfour,Storngly Nagative
mississippi coronaviru case rise much significantli white african american sinc summer…,Neutral
