Tweet,sentiment
 busi california consid return stayathom order hospit coronaviru soar,Neutral
 thehil articl impeach file gop ohio governor coronaviru order,Neutral
 marquelawy thing scott didnt get upset 2020 bushfir climat chang coronaviru blm age care crisi disabl c…,Strongly Positive
 choibts2 reuter said bt donat outfit dynamite” MV those auction 129 beverli hill rais fu…,Neutral
 drfrancesryan realli touch rnib best media impact guardian coronaviru coverag year thank much al…,Strongly Positive
 repleezeldin shocker the better question cnn wait elect public epiphani china…,Positive
it shit like these jerk whi thi thing isnt go away dont think close day good enough chicago…,Negative
 shossy2 not even close ill bet cant even spell coronaviru howev come excus excus not help america…,Positive
 liarpolitician bbcbreakfast We borisjohnson nazi nutjob ly get vote back nazi greatreset agenda pretex…,Strongly Positive
 latimessport rachel buehler van hollebek two olymp gold medal play world cup final member US womens…,Strongly Positive
 housedemocrat refus conced downplay sever coronaviru seem import senategop pro…,Neutral
 petethamel thi much prefer track booster privat planeschart flight bring pfizer covid19 vaccin U…,Neutral
Dr scott atla resign special advis trump coronaviru,Positive
 didikins4lif she desper hide fact owner new york stock exchangesh spent 30m tri buy senat sea…,Negative
 foxnew Dr scott atla resign special advis trump coronaviru,Positive
 ambersmithusa thi one believ “studies” coronaviru we’v told nine month immun doesn’t last for…,Neutral
 qasimrashid the true number infect may 8X report number😳 thi happen presid amp enable…,Positive
 cnnsitroom fifti million american could face food insecur end year congress remain deadlock coronaviru reli…,Negative
 realtuckfrump parti leader keep pretend coronaviru deal Is within easi reach,Negative
 peterwsing populist authoritarian democraci tri coverup bad cv19 manipul data,Strongly Negative
 kbaxter11 fight new battl former ⁦uswnt⁩ defend new angel citi FC owner rachel buehler van hollebek work stem th…,Negative
 kdka free covid test begin wednesday pennsylvania depart health provid free coronaviru test michelle…,Strongly Positive
 cnn these radio host debunk coronaviru misinform indigen mexican farmwork US thank abi…,Positive
have activ contact trace app phone,Neutral
 housedemocrat refus conced downplay sever coronaviru seem import senategop pro…,Neutral
 foxnew Dr scott atla resign special advis trump coronaviru,Positive
 kgounew despit recordbreak case count state offici maintain oklahoma’ coronaviru situat tenabl req…,Neutral
 usnewseduc teacher colleg admiss offic suggest five way student secur strong recommend letters…,Strongly Positive
 mikep In august presid realdonaldtrump said would coronaviru vaccin end year today american…,Neutral
 politico atlant citi thrive industri coronaviru hit hardest — entertain tourism servic hospit — leaving…,Positive
 senrickscott communist china longer hide behind lie i’v say month china lie coronaviru th…,Negative
 sfchronicl the gener popul abl walk cv walgreen get vaccin april may Dr anthoni fauci…,Neutral
Dr scott atla resign special advis trump coronaviru,Positive
 amerindepend meanwhil case coronaviru surg hospit fill,Neutral
 cnni coronaviru case drop around 30 england countri second nation lockdown research say,Negative
 oregonian 53m pandemicrelief grant go multnomah counti restaur food cart applic deadlin dec fifteen …,Positive
good news 1st terribl condit the long dark befor dawn,Neutral
 joshkatzowitz who first get coronaviru vaccin theyr approv notspiderman05 take look nautilusm…,Neutral
 sunlorri bank nova scotia forecast canadian budget deficit US 400b year repres 18 gdp exponenti sur…,Negative
 kinsellawarren “we also need understand take everyon countri vaccinated” sure what’ “a while”…,Positive
 mikep In august presid realdonaldtrump said would coronaviru vaccin end year today american…,Neutral
Dr scott atla resign special advis trump coronaviru explor fox new a…,Positive
 arendelletyr there’ bia conserv twitter there crack misinform be conserv mi…,Neutral
turkey presid recep tayyip erdogan announc new round tight restrict bid stem surg in…,Negative
 abc new york gov cuomo say could impos new york paus shutdown “critical” hospit situat http…,Neutral
 tnoiendi notredam hoop hole schedul week thank coronaviru On monday irish fill here …,Positive
 abc lit UP madrid street squar sprinkl light spanish capit decor holiday spread c…,Positive
flotu whitehous whi xma tree look like coronaviru,Positive
 choibts2 reuter said bt donat outfit dynamite” MV those auction 129 beverli hill rais fu…,Neutral
 foxnew Dr scott atla resign special advis trump coronaviru,Positive
 foxla congress return washington one last attempt dealmak year​,Neutral
 choibts2 reuter said bt donat outfit dynamite” MV those auction 129 beverli hill rais fu…,Neutral
thi articl state rep austin scott rga test posit coronaviru 28th hous m…,Neutral
Dr scott atla resign special advis trump coronaviru foxnew,Positive
 choibts2 reuter said bt donat outfit dynamite” MV those auction 129 beverli hill rais fu…,Neutral
break foxnew alert exclus Dr scott atla resign special advis trump coronaviru,Positive
 axidentaliber four million coronaviru case that’ mani we’v novemb alon death record number and still in…,Strongly Negative
I guess eat not part coronaviru mandat,Neutral
local health offici say it’ import not get test soon result come back false…,Neutral
I might turn opportun take vaccin unless patient get jail prison covid19…,Strongly Negative
 nbcnew US coronaviru case month 2020 march 186200 april 883199 may 723166 june 845736 juli 1926970 august 1479…,Neutral
 peterwsing populist authoritarian democraci tri coverup bad cv19 manipul data,Strongly Negative
 farmsanctuari extrem line speed meat plant put anim greater risk intoler suffer intensifi worker stress amp injur…,Strongly Negative
covid news live labour abstain vote new restrict england prepar end lockdown aim b…,Negative
 nytim good news coronaviru vaccin offer hope pandem tame but public health expert say come mon…,Positive
 pmpmagtoday scientif evid difficult understand normal reli expert interpret us media…,Negative
 sfchronicl the gener popul abl walk cv walgreen get vaccin april may Dr anthoni fauci…,Neutral
senatorloeffl peopl die coronaviru million infect plu million unemploy don’t ju…,Strongly Negative
 alistairhaim imagin annoy youd live tier3 citi tier set base stale data dr…,Negative
 repleezeldin shocker the better question cnn wait elect public epiphani china…,Positive
governor decid get vaccin first health secretari say ⁦natlgovsassoc⁩ think nurs home ass…,Neutral
 nythealth moderna soon await green light fda coronaviru vaccin here need know https…,Positive
Dr scott atla resign special advis trump coronaviru,Positive
 latimessport rachel buehler van hollebek two olymp gold medal play world cup final member US womens…,Strongly Positive
 seattletim regist nurs gather lo angel protest fact ucla athlet depart conduct 1248 test a…,Negative
the time bad guy turn good also end coronaviru,Negative
 tucsonstar the san francisco 49er play two home game arizona new coronaviru regul put place offici in…,Positive
jdw714 mamaloui mrchingon synyster63 giddybunni flattielov concernedinpv mistressredwasp…,Neutral
 ctvpowerplay fresh first fiscal updat financ minist deputi prime minist cafreeland detail econom recovery…,Positive
 krqeliv the spread covid19 remain statewid emerg govmlg lay help save live help commu…,Strongly Positive
buckl kid,Neutral
 nbcnew US coronaviru case month 2020 march 186200 april 883199 may 723166 june 845736 juli 1926970 august 1479…,Neutral
Dr scott atla resign special advis trump coronaviru,Positive
🚩california stayhom icu overtop soon isol also dont risk injuri —gt ER stay roof table…,Positive
 foxnew Dr scott atla resign special advis trump coronaviru,Positive
 nbcnew US coronaviru death month 2020 accord nbcnew count march 3768 april 58960 may 42099 june 23416 july…,Strongly Negative
 repleezeldin shocker the better question cnn wait elect public epiphani china…,Positive
cllrthoma If bother read will convinc …,Negative
 AP hear specialist across US see uptick visit peopl realiz much reli lip readin…,Neutral
 cbsthismorn taiwan gone remark two hundr thirtytwo day without singl report domest coronaviru case — last time case r…,Neutral
dure coronaviru pandem era import keep clean appropri healthi hygien hab…,Positive
two staff long creek youth prison test posit covid19 govjanetmil continu put the…,Strongly Negative
corona info india new case thirtyon thousand one hundr seventynin today recoveri fortytwo thousand two hundr eightytwo today death four hundr eightytwo total activ case four hundr thirtyseven thousand total…,Strongly Negative
 ohmes2 stray kid cnblue jung yonghwa norazo test neg coronaviru,Neutral
 cnn these radio host debunk coronaviru misinform indigen mexican farmwork US thank abi…,Positive
well joshyclark69 test pick covid 19 Or six strand coronaviru,Neutral
corona info usa new case one hundr fortynin thousand sixteen today recoveri nineti thousand five hundr twentyseven today death one thousand ninetysix total activ case five million four hundr thirtyf thousand three hundr thirtyon total…,Strongly Negative
 housedemocrat refus conced downplay sever coronaviru seem import senategop pro…,Neutral
realdonaldtrump usfda oper warp speed noth product coronaviru vaccin trump,Neutral
ericswalwel ionsancho1 He keep digniti edison light bulb you know one stuck ass cure coronaviru,Strongly Negative
 edvot the first ladi keep day job commun colleg professor drbiden put stamp flo…,Neutral
novemb 30 2020🇨🇦 for inform covid19 pandem across canada around world click li…,Neutral
“our failur protect caught us”,Positive
 bradschmidt oregon latest coronaviru number 1314 new case seven death five hundr eightyfour peopl covid19 current hosp…,Strongly Negative
 peterwsing populist authoritarian democraci tri coverup bad cv19 manipul data,Strongly Negative
 foxbusi first two coronaviru vaccin could avail american christma hh secretari alex azar say …,Neutral
 sunlorri bank nova scotia forecast canadian budget deficit US 400b year repres 18 gdp exponenti sur…,Negative
final danger MD america resign Dr scott atla resign special advis trump coronavi…,Strongly Negative
 usdanrc some usda servic center temporarili restrict inperson appoint howev still avail assist…,Negative
 qctime the san francisco 49er play two home game arizona new coronaviru regul put place offici nor…,Positive
 geobograko He wantsh fuck want congression leader keep act like coronaviru deal around corner the…,Negative
 msnbc Dr emilio gonzalezayala strain health care worker experienc coronaviru case surg texa It take to…,Positive
alert florida gov say state will remain open despit near one million covid case global pandem new …,Neutral
 mikep today whitehous coronaviru task forc held weekli call nearli america’ governor prepar d…,Neutral
 randpaul NY highest mortal rate world spring one lowest better hand wash Or evidence…,Strongly Positive
We hot spot minnesota offici warn monday,Negative
realdonaldtrump oann foxnew trump trumpet abandon presidenti duti he’ tweet full tim…,Negative
johndel10932928 christi75367510 andreads0909 lancasterangu thefr the first lockdown franc strict…,Neutral
break articl impeach file gop ohio governor coronaviru order what he’ save your life,Positive
realli thing anyon wish award season fave DO not take home coronaviru,Strongly Positive
 repleezeldin shocker the better question cnn wait elect public epiphani china…,Positive
 joncoopertweet it’ offici joebiden kamalaharri invit join inaugur thi histor event serv th…,Positive
 afp break canadian coronaviru measur push deficit record can382 bln offici,Negative
 jeremyphoward fascin stori zeynep brave scientist made coronaviru genom public way back januari k…,Strongly Positive
 theeconomist just epidemiologist learn coronaviru advanc economist must judg econom toll o…,Neutral
 choibts2 reuter said bt donat outfit dynamite” MV those auction 129 beverli hill rais fu…,Neutral
He turn Dr birx ask ever heard use heat light treat coronavirus…,Positive
I watch scotland coronaviru second wave unfold what learn summer begin,Neutral
 kimseverson thi nytobit isnt someon famou brandi anoth person go busi rais kid doin…,Neutral
coronaviru outcri trump suggest inject disinfect treatment,Neutral
tsa data tell even extrem story—nearli 12 mil flew yesterday compar 87000 april 14 that’ almo…,Neutral
 choibts2 reuter said bt donat outfit dynamite” MV those auction 129 beverli hill rais fu…,Neutral
 ezde If let covid bullshit continu daili coronaviru weather report tell us scatter covid come i…,Strongly Negative
 peterstefanovi2 with highspe broadband need ever coronaviru pandem home work becom norm wi…,Neutral
 solanonewsnet solano counti hospit onethird icu bed remain coronavirusrel hospit 63 nearli tri…,Neutral
spectrum new ltgovhochulni talk state plan To combat pandem head into two thousand twentyon,Negative
 cnni vaccin maker moderna say file emerg use author coronaviru vaccin,Neutral
 amishpornstar1 not brag i’m coupl hundr million coronaviru case start quarterback new en…,Neutral
 cnn vaccin maker moderna say file emerg use author coronaviru vaccin,Neutral
 jimjaxmedia such arrog fals bravado get covid need thought amp prayer it not polit r…,Neutral
 reefpilot san francisco 49er play next two home game arizona counti restrict tighten,Negative
 uwmnewsroom the number new coronaviru case nationwid day 200000 doubl previou record juli o…,Positive
 foxnew Dr scott atla resign special advis trump coronaviru,Positive
I love way treat mask thing put initi feel like person tru…,Strongly Positive
 bankspatriot He ignor warn threw pandem playbook silenc scientist promis would get disappear slow do…,Negative
 kellygrant1 what’ ahead cdn hospit second wave My colleagu carrietait perreaux wencyleung examin projection…,Neutral
chicago offici shut 300person parti wicker park cite busi host parti than…,Neutral
too littl late 🤬 Dr scott atla resign special advis trump coronaviru,Positive
 sfchronicl the gener popul abl walk cv walgreen get vaccin april may Dr anthoni fauci…,Neutral
 asmatasleem11 If strategi ceas protest farmer can nation afford second lockdown shoddi execut na…,Negative
 wsuar just IN oklahoma latest effort combat coronaviru day fast prayer okcfox,Negative
 meralnl13 coronaviru street art from the hague😷 netherland thehagu streetart covid19,Neutral
 proklausschwab the break human dignifi hardwork person lost busi pointlessli degrad f…,Negative
 ohaoregon We want keep inform covid19 oregon data provision chang frequent for inform vi…,Positive
 hugolowel hous coronaviru subcommitte chair jim clyburn rip trump admin refus “to learn repeat failures” af…,Neutral
 docrussjackson clarkemicah the scienc support face cover save live coronaviru pandem yet d…,Strongly Positive
reuter Hi brazil job coronaviru crisi need somebodi help 😢😢😢😢😢 god…,Positive
 nbcnew US coronaviru case month 2020 march 186200 april 883199 may 723166 june 845736 juli 1926970 august 1479…,Neutral
Dr scott atla resign special advis trump coronaviru,Positive
 cnn vaccin maker moderna say file emerg use author coronaviru vaccin,Neutral
“dc health director laquandra nesbitt said monday base earli estim citi would receiv about…,Neutral
“break new the viru surg could overload california’ intens care unit decemb governor warned…,Positive
democrat citi cannot open coronaviru when airplan fli viru world,Neutral
I hate centuri,Strongly Negative
 nbcnew US coronaviru case month 2020 march 186200 april 883199 may 723166 june 845736 juli 1926970 august 1479…,Neutral
robbystarbuck you recal heap prais Xi throughout right “china work hard cont…,Negative
 12new gov ducey funnel nearli 400 million feder coronaviru relief fund reduc state spend rather put the…,Positive
I feel sorri doctor heartbreak photo elderli patient speak,Strongly Negative
plottwist joebiden injuri lead coronaviru lethal 👀,Neutral
california’ governor warn ‘drastic action’ hospit fill,Negative
bori johnson cannot surviv simultan cockup coronaviru brexit,Neutral
 rosieslewi travel agent abl appli oneoff payment worth 100000 new rescu packag morriso…,Positive
 drericd 3 just day ago US suprem court rule state could not enforc strict attend limit place worship even…,Positive
face declin sale manag powerbal mega million scale back jackpot april first…,Neutral
 timelywrit harrisburg Pa AP — pennsylvania state senat abruptli left west wing meet presid donald trump after…,Neutral
nurs put leav oregon tiktok video mock coronaviru precaut 👏👏👏,Negative
We share respons protect DC wear mask save live stop spread learn more…,Strongly Positive
 liarpolitician the nazi borisjohnson conserv uklabour desper take josef mengel coronaviru vacci…,Neutral
 cnn vaccin maker moderna say file emerg use author coronaviru vaccin,Neutral
 dizilah ⚠️ new with surg covid19 case tuesday nationwid curfew turkey weekday nine pm a…,Neutral
 peterwsing populist authoritarian democraci tri coverup bad cv19 manipul data,Strongly Negative
 mikep today whitehous coronaviru task forc held weekli call nearli america’ governor prepar d…,Neutral
 jessesing remind far tell becom block report premium subscrib not increas risk c…,Negative
 foxnew Dr scott atla resign special advis trump coronaviru,Positive
 faroukdey skill pay bill new favorit quot coursera ceo jeff maggioncalda,Negative
functionroomz bori johnson destroy nation even mp within tori parti criticis draconian…,Strongly Negative
 foxnew Dr scott atla resign special advis trump coronaviru,Positive
 lby3 long line covid19 test uofredland thi first day test univers report last week by…,Neutral
 mikep In august presid realdonaldtrump said would coronaviru vaccin end year today american…,Neutral
 abc sen grassley said statement never symptom clear return offic doctor http…,Negative
 alistairhaim imagin annoy youd live tier3 citi tier set base stale data dr…,Negative
 choibts2 reuter said bt donat outfit dynamite” MV those auction 129 beverli hill rais fu…,Neutral
If live washington state download WA notifi app store receiv coronaviru exposure…,Neutral
 boston25 break dph report 1166 new case twentyf addit death averag posit rate climb 393 state estim ther…,Strongly Negative
 pronikatel721 drug use take someth help cope coronaviru consult infectious…,Positive
the gener popul abl walk cv walgreen get vaccin april may Dr anthon…,Neutral
travel agent abl appli oneoff payment worth 100000 new rescu packag the…,Positive
washington state depart health report 2319 new coronaviru case monday bring total 16501…,Neutral
 repleezeldin shocker the better question cnn wait elect public epiphani china…,Positive
 housedemocrat our countri face largest coronaviru surg sinc pandem began one stimulu check not ❌ enough h…,Neutral
 nelciathewrit the cdc chang St lucia covid19 rate high risk they say travel island increas person…,Negative
 rexchapman At height coronaviru pandem here’ florida governor ron deathsanti desanti today call public health sci…,Neutral
 cbsnew cuomo peopl refus compli covid restrict you want tough guyil tell tough guy do…,Strongly Negative
 genbio research ucl carri larg studi suggest none record mutat sarscov2 increas tra…,Neutral
massachusett coronaviru death rise 25 viru case 1166 hospit jump,Strongly Negative
massachusett coronaviru death rise 25 viru case 1166 hospit jump,Strongly Negative
 theleadcnn 27yearold texa ER nurs die coronaviru jaketapp report,Strongly Negative
conspiraboom plot twist onli peopl left home reason got coronaviru 😳🤔,Neutral
 frankpasqual “russian cybercrimin shut clinic trial treatment studi coronaviru vaccin cut hos…,Negative
 didikins4lif she desper hide fact owner new york stock exchangesh spent 30m tri buy senat sea…,Negative
 migold “our failur protect caught us”,Positive
 choibts2 reuter said bt donat outfit dynamite” MV those auction 129 beverli hill rais fu…,Neutral
 nytobit In unit state best known role two thousand one film améli appear one hundr film tele…,Strongly Positive
the counti seen three consecut day 500plu coronaviru case,Neutral
 foxnew Dr scott atla resign special advis trump coronaviru,Positive
fukin 🐢 feed rich amp starv poor feed peopl asshol parti leader keep pretend coronaviru de…,Positive
tommyquinlaniv doesnt come close excus intend,Neutral
 senrickscott communist china longer hide behind lie i’v say month china lie coronaviru th…,Negative
 choibts2 reuter said bt donat outfit dynamite” MV those auction 129 beverli hill rais fu…,Neutral
 kylegriffin1 trump tweetsretweet thanksgiv weekend On elect lie fortytwo On coronaviru three via deadlinewh,Neutral
whi donald trump threat unit states’ spiritu wellb,Strongly Negative
three intern student kill suspect dfv four month period pandem year “it’ t…,Strongly Negative
the newlyelect mayor said — seri tweet monday even — husband Dr robert cava te…,Neutral
 nbcnew US coronaviru case month 2020 march 186200 april 883199 may 723166 june 845736 juli 1926970 august 1479…,Neutral
solano counti hospit onethird icu bed remain coronavirusrel hospit 63 nearl…,Neutral
 kylegriffin1 trump tweetsretweet thanksgiv weekend On elect lie fortytwo On coronaviru three via deadlinewh,Neutral
 nytim want know well hometown fare coronaviru Or mayb place parent children h…,Positive
 nbcnew US coronaviru case month 2020 march 186200 april 883199 may 723166 june 845736 juli 1926970 august 1479…,Neutral
 celizario while coronaviru case big bend region surg record high tourist traffic area continu To say th…,Neutral
 huffpostpol Dr anthoni fauci warn surg upon surg coronaviru case due uptick holiday travel,Positive
 wawhumanright In recent report ajenglish take look mani women girl disproportion hit C…,Neutral
 cspan cagovernor gavinnewsom coronaviru new confer live cspan,Neutral
 mchardingmus mani hospit alreadi capac mean doctor decid got tratment doesent like ancient battle…,Positive
britain race becom first western countri approv coronaviru vaccin,Neutral
Dr scott atla resign special advis trump coronaviru,Positive
and coronaviru plan januari,Neutral
 abc sen grassley said statement never symptom clear return offic doctor http…,Negative
cnn can start call wuhan flu chines coronaviru,Negative
 AP break moderna say ask US european regul allow emerg use covid19 vaccin new studi results…,Positive
 cbsthismorn taiwan gone remark two hundr thirtytwo day without singl report domest coronaviru case — last time case r…,Neutral
 thehil articl impeach file gop ohio governor coronaviru order,Neutral
 alistairhaim imagin annoy youd live tier3 citi tier set base stale data dr…,Negative
govmikedewin whi deliber leav capac,Neutral
 sbh08mae covid rage amp surg across countri trump doesn’t care american suffer die he’ leader he’ whiner…,Strongly Negative
how covid19 commun peopl colorthos nativ contin radioindigenaox felicidad y…,Neutral
 jessekellydc pro tip you go see unifi effort the system loudli blame china coronaviru thi do…,Negative
 senrickscott communist china longer hide behind lie i’v say month china lie coronaviru th…,Negative
 mikep today whitehous coronaviru task forc held weekli call nearli america’ governor prepar d…,Neutral
california battl covid19 surg As hospit reach alltim high read more,Positive
but govnedlamont say covid19 viru start arriv middecemb,Neutral
 jessekellydc pro tip you go see unifi effort the system loudli blame china coronaviru thi do…,Negative
 cbsthismorn taiwan gone remark two hundr thirtytwo day without singl report domest coronaviru case — last time case r…,Neutral
 eugenegu japan china south korea asian countri handl coronaviru pandem much effect america…,Neutral
mrpaulgallagh the spanish lockdown strict In spain mask must worn indoor outdoor despit th…,Negative
decemb januari ‘most critical’ month stop coronaviru spread doctor via fox biz…,Negative
I know i’v ask question i’m gonna ask coronaviru vaccin come go take it￼,Neutral
 msnbc fmr cdc director Dr tom frieden discuss coronaviru vaccin develop clear misinform surround th…,Positive
 huffpostpol Dr anthoni fauci warn surg upon surg coronaviru case due uptick holiday travel,Positive
 nbcnew US coronaviru case month 2020 march 186200 april 883199 may 723166 june 845736 juli 1926970 august 1479…,Neutral
more detail california vaccin distribut today nicoleahayden,Neutral
 cnn vaccin maker moderna say file emerg use author coronaviru vaccin,Neutral
 latimessport rachel buehler van hollebek two olymp gold medal play world cup final member US womens…,Strongly Positive
 howleyreport doug ducey board governor tgen test state affili coronavi…,Neutral
 nbcnew US coronaviru case month 2020 march 186200 april 883199 may 723166 june 845736 juli 1926970 august 1479…,Neutral
 peterstefanovi2 with highspe broadband need ever coronaviru pandem home work becom norm wi…,Neutral
 spectatorindex break moderna coronaviru vaccin show efficaci 100 sever coronaviru infect,Neutral
foxnew Hi brazil job coronaviru crisi need somebodi help 😢😢😢😢😢 god…,Positive
 countyofla As new covid19 case remain alarm level number peopl hospit continu increas updat la…,Negative
 congressmanraja US surgeon gener jerom adam “it’ go get wors next sever week action take…,Neutral
the vast major american not covid antibodi septemb caitlin owen …,Neutral
 nbcnew US coronaviru case month 2020 march 186200 april 883199 may 723166 june 845736 juli 1926970 august 1479…,Neutral
research ucl carri larg studi suggest none record mutat sarscov2 incr…,Neutral
the coronaviru outbreak caus devast loss life unpreced econom loss pleas join us a…,Negative
 repleezeldin shocker the better question cnn wait elect public epiphani china…,Positive
local doctor say new moderna data good news more,Positive
start today licens restaur amp food cart multnomah counti begin appli small busi grants…,Neutral
 b52malmet rhode island enter twoweek paus monday shutter bar gym movi theater bowl alli indoor sport faci…,Neutral
watch gov tim walz discuss progress covid19 minnesota,Positive
 mikep In august presid realdonaldtrump said would coronaviru vaccin end year today american…,Neutral
 nbcnew US coronaviru case month 2020 march 186200 april 883199 may 723166 june 845736 juli 1926970 august 1479…,Neutral
how espn fantasi footbal handl ravenssteel postpon nfl game via espn fantasi,Neutral
 cbseveningnew coronaviru latest more four million coronaviru case report nationwid novemb higher…,Neutral
 jerrydunleavi uhhhhh guy the chines communist parti mislead public truli go coronaviru outbr…,Neutral
coronaviru case drop 30 uk lockdown,Negative
 spectatorindex break moderna coronaviru vaccin show efficaci 100 sever coronaviru infect,Neutral
53m pandemicrelief grant go multnomah counti restaur food cart applic deadlin dec 15…,Positive
 lbc take look dont want see tear mum griev caller imran lost…,Negative
cuomo fear ‘nightmar overwhelm hospitals’ viru case spike,Strongly Negative
Me It feel like steelersraven lost bitter guy like hine ward Ed reed james…,Negative
professor nicola spurrier person apologis person incorrectli accus breach qu…,Neutral
 thenewstribun the 15yearold die hospit day admit breath problem,Negative
 repleezeldin shocker the better question cnn wait elect public epiphani china…,Positive
 cdcgov “I wear mask might not know i’m sick” wearamask still spread covid19 even don’t have…,Neutral
 spectatorindex break moderna coronaviru vaccin show efficaci 100 sever coronaviru infect,Neutral
new IN 🔥 mask n95 3M face mask respir safeti ten pc 25pc coronaviru covid covid…,Neutral
 nytim the viru surg could overload california’ intens care unit decemb gov gavin newsom warn say state may n…,Positive
 jessekellydc pro tip you go see unifi effort the system loudli blame china coronaviru thi do…,Negative
maxandpaddylin preview tomorrow’ coronaviru daili brief matt hancock guidanc sage 10downingstreet,Neutral
 doughank break miamidad mayordaniella test posit covid19 part wave new case florida top hot spot for…,Positive
stori,Neutral
 wburdebbeck two mass prison hospit with covid19 die day after be grant medic parol wbur new,Strongly Negative
Is coronaviru king garbag,Neutral
 pmpmagtoday the ukgovern restrict impact coronaviru pandem UK situat remain…,Negative
 ohmes2 up10tion bitto reportedli test posit coronaviru,Neutral
 jerrydunleavi imagin get hand intern wuhan file show ccp systemat lie amp mislead corona…,Positive
 dizilah ⚠️ new with surg covid19 case tuesday nationwid curfew turkey weekday nine pm a…,Neutral
 harvardm In summer mark coronaviru physic distanc group hm genet research custodian strengthened…,Neutral
 nbcnew US coronaviru case month 2020 march 186200 april 883199 may 723166 june 845736 juli 1926970 august 1479…,Neutral
 martina the coronaviru turn nfl joke nobodi laugh might true nfl still won’t…,Strongly Positive
icet urg peopl wear mask fatherinlaw hospit coronaviru via yahoo,Neutral
 mikep today whitehous coronaviru task forc held weekli call nearli america’ governor prepar d…,Neutral
the latest statist imperi counti public health depart monday novemb 30 two thousand twenti,Neutral
 migold “our failur protect caught us”,Positive
 bostondotcom moderna appli emerg fda approv coronaviru vaccin,Neutral
 mikep today whitehous coronaviru task forc held weekli call nearli america’ governor prepar d…,Neutral
 jerrydunleavi imagin get hand intern wuhan file show ccp systemat lie amp mislead corona…,Positive
skynew Hi brazil job coronaviru crisi need somebodi help 😢😢😢😢😢 god…,Positive
 ohmes2 sb inkigayo confirm up10tion bitto posit coronaviru case they work identifi movement close…,Neutral
the US depart homeland secur recogn car rental compani “essenti transport services”…,Neutral
massachusett coronaviru death rise 25 viru case 1166 hospit jump,Strongly Negative
 spectatorindex break moderna coronaviru vaccin show efficaci 100 sever coronaviru infect,Neutral
djohnspi meanwhil go pint food coronaviru food base anxiety🤷🏼‍♀️😂,Neutral
beckergop 267844 death coronaviru year your parti liter kill score score americ…,Strongly Negative
‘bold breach’ report count peopl gather inperson church servic coronavirus…,Neutral
williwillchilli danieltobin theleadcnn perhap defend wrong word cheerlead might better fit litera…,Strongly Positive
 drericd 5 bar restaur church among top driver coronaviru spread how know and much more…,Positive
 foxnew Dr scott atla resign special advis trump coronaviru,Positive
 carcassband As long coronaviru doesn’t mess thing see lot next year 👍 ticket sale soon https…,Negative
vick vapoinhal portabl nasal inhal two count nonmed vapor breath easi,Neutral
 jimjaxmedia such arrog fals bravado get covid need thought amp prayer it not polit r…,Neutral
 timothydsnyd coronaviru america lazi man’ ethnic cleans ourmaladi trumpgenocid trumpliedpeopledi trumpkilledameri…,Neutral
 reuter No covid19 vaccin normal life UK minist suggest,Negative
hillaryclinton conced morn realdonaldtrump obamawhitehous o…,Neutral
more peopl die suicid japan year covid1984 that’ crime commit d…,Strongly Negative
 AP the nation’ top infecti diseas expert say US may see “surg upon surge” coronaviru come wee…,Positive
 eugenegu japan china south korea asian countri handl coronaviru pandem much effect america…,Neutral
the latest statist imperi counti public health depart monday novemb 30 two thousand twenti,Neutral
billkronoss curlyjunglejak the mortal data retract not connect circul mortal mo…,Neutral
the latest statist imperi counti public health depart monday novemb 30 two thousand twenti,Neutral
 huffpostpol Dr anthoni fauci warn surg upon surg coronaviru case due uptick holiday travel,Positive
 busi bori johnson defend “tough” coronaviru rule face england nation lockdown end week …,Neutral
 itvwal We prioriti choic go covid ward whi bame health worker feel risk coronaviru report ckk…,Negative
 nbcnew US coronaviru case month 2020 march 186200 april 883199 may 723166 june 845736 juli 1926970 august 1479…,Neutral
 ohmes2 cube entertain confirm btob 4U get coronaviru test today they perform inkigayo episod up…,Positive
 choibts2 reuter said bt donat outfit dynamite” MV those auction 129 beverli hill rais fu…,Neutral
 abcadelaid break tasmania eas coronaviru border restrict south australia thursday,Negative
 nbcnew US coronaviru case month 2020 march 186200 april 883199 may 723166 june 845736 juli 1926970 august 1479…,Neutral
 nbcnew US coronaviru case month 2020 march 186200 april 883199 may 723166 june 845736 juli 1926970 august 1479…,Neutral
 timothydsnyd coronaviru america lazi man’ ethnic cleans ourmaladi trumpgenocid trumpliedpeopledi trumpkilledameri…,Neutral
Dr scott atla resign special advis trump coronaviru,Positive
vaccin updat CA receiv 327000 dose new pfizer covid19 vaccin mid december…,Neutral
the latest statist imperi counti public health depart monday novemb 30 two thousand twenti,Neutral
 abcadelaid break tasmania eas coronaviru border restrict south australia thursday,Negative
thi not help toronto breweri owner frustrat bbq restaur protest global new,Strongly Negative
 drericd 5 bar restaur church among top driver coronaviru spread how know and much more…,Positive
massachusett small busi close coronaviru 37 report,Neutral
 sbh08mae covid rage amp surg across countri trump doesn’t care american suffer die he’ leader he’ whiner…,Strongly Negative
 nbcnew US coronaviru case month 2020 march 186200 april 883199 may 723166 june 845736 juli 1926970 august 1479…,Neutral
 realjusticepac the first round covid19 vaccin go feder prison staff not incarcer peopl prisons…,Strongly Negative
 abcadelaid break tasmania eas coronaviru border restrict south australia thursday,Negative
 reuter new california stayhom order weigh covid hospit surg,Neutral
